BondCode,BondName,Issuer,Term,CreditRating,BondType,IssueDate,CouponRate,_priority,_merge_code
124943,PR兰国投,兰州国资投资(控股)建设集团有限公司,7.0,AA,03,2014-10-20,6.32,90,124943
124944,PR广建设,广元市园区建设投资有限公司,7.0,AA,03,2014-10-24,8.35,90,124944
124945,PR石狮投,石狮市国有投资发展有限公司,7.0,AA,03,2014-11-11,6.9,90,124945
124946,14保利集,中国保利集团有限公司,5.0,AAA,03,2014-09-22,5.5,90,124946
124947,PR西港债,西安国际陆港投资发展集团有限公司,7.0,AA+,03,2015-01-19,7.9,90,124947
124948,14金资02,北京金融街资本运营中心,7.0,AAA,03,2014-10-21,5.55,90,124948
124949,PR随建投,随州市城市建设综合开发投资有限公司,7.0,AA,03,2014-10-16,7.18,90,124949
124950,14登电债,登封电厂集团有限公司,6.0,AAA,03,2015-02-12,6.51,90,124950
124951,PR威中城,威海市中城公有资产经营有限公司,7.0,AA,03,2014-10-17,6.55,90,124951
124952,PR马高新,马鞍山慈湖高新技术产业开发区投资发展有限公司,7.0,AA,03,2014-11-04,6.85,90,124952
124953,09宁城建,南京市城市建设投资控股(集团)有限责任公司,10.0,AAA,03,2014-09-29,5.85,90,124953
124956,PR锑都债,娄底锑都投资发展有限公司,7.0,AA,03,2014-10-28,7.18,90,124956
124957,PR滨投债,常熟市滨江城市建设经营投资有限责任公司,7.0,AA,03,2014-10-17,6.39,90,124957
124958,PR九富和,九江富和建设投资有限公司,6.0,AA,03,2014-10-28,7.04,90,124958
124959,PR仁寿债,仁寿发展投资集团有限公司,7.0,AA,03,2014-10-16,8.66,90,124959
124960,PR胶发展,青岛胶州湾发展集团有限公司,7.0,AA+,03,2014-11-13,6.33,90,124960
124961,PR苏望涛,江苏望涛投资建设有限公司,6.0,AA,03,2014-10-20,6.82,90,124961
124962,PR武经开,天津武清经济技术开发区有限公司,7.0,AA,03,2014-10-22,6.65,90,124962
124963,PR广安经,广安经济技术开发区恒生投资开发有限公司,7.0,AA,03,2014-11-17,7.1,90,124963
124964,PR自高投,自贡市高新投资有限公司,7.0,AA,03,2014-12-03,5.73,90,124964
124965,PR济西投,济南西城投资开发集团有限公司,7.0,AA+,03,2014-10-27,6.0,90,124965
124966,14京国资,北京国有资本运营管理有限公司,15.0,AAA,03,2014-10-24,5.28,90,124966
124967,PR昌经债,昌邑市经济开发投资公司,7.0,AA+,03,2014-10-22,7.58,90,124967
124968,PR盐东投,盐城东方投资开发集团有限公司,7.0,AA,03,2014-10-24,6.48,90,124968
124969,PR醴陵资,醴陵市渌江投资控股集团有限公司,7.0,AA,03,2014-11-18,7.18,90,124969
124970,PR杭地铁,杭州市地铁集团有限责任公司,10.0,AAA,03,2014-10-29,5.97,90,124970
124971,PR宜国投,宜都市国通投资开发有限责任公司,7.0,AA,03,2015-01-06,7.25,90,124971
124972,PR安高债,陕西安康高新产业发展投资(集团)有限公司,7.0,AA,03,2014-11-28,8.78,90,124972
124973,PR宣建债,宣城经济技术开发区建设投资有限公司,7.0,AA,03,2014-11-04,7.95,90,124973
124974,PR泸纳债,四川纳兴实业集团有限公司,7.0,AA,03,2014-10-24,7.17,90,124974
124975,PR溧经开,南京溧水经济技术开发总公司,7.0,AA+,03,2014-11-17,6.27,90,124975
124976,PR张掖债,张掖市城市投资发展(集团)有限公司,7.0,AA,03,2014-11-17,6.92,90,124976
124977,14天瑞03,天瑞集团股份有限公司,7.0,AA+,03,2014-11-19,7.13,90,124977
124978,PR新密债,新密市财源投资集团有限公司,7.0,AA,03,2014-10-21,7.28,90,124978
124979,PR陂城投,武汉市黄陂区城建投资开发有限公司,7.0,AA+,03,2014-11-21,6.43,90,124979
124981,PR嘉峪关,嘉峪关市城市基础设施建设投资开发(集团)有限公司,7.0,AA+,03,2015-01-14,7.83,90,124981
124982,PR高安01,高安市城市建设投资有限责任公司,7.0,AA,03,2014-11-18,8.35,90,124982
124983,PR孝高02,孝感市高创投资有限公司,7.0,AA,03,2014-11-13,6.87,90,124983
124984,PR鄂城02,鄂州市城市建设投资有限公司,7.0,AA,03,2014-12-04,6.68,90,124984
124986,PR建开债,建湖县开发区建设投资有限公司,7.0,AA,03,2014-10-27,7.29,90,124986
124987,PR昆经开,昆明经济技术开发区投资开发(集团)有限公司,7.0,AA,03,2014-11-25,6.47,90,124987
124988,14闽投债,福建省投资开发集团有限责任公司,7.0,AAA,03,2014-11-20,5.1,90,124988
124989,14三星01,山东三星集团有限公司,7.0,AA,03,2014-10-16,9.0,90,124989
124999,13武续债,武汉地铁集团有限公司,5.0,AA+,03,2013-12-06,8.5,90,124999
127000,PR繁昌投,繁昌县建设投资有限公司,7.0,AA+,03,2014-11-18,6.8,90,127000
127001,海直转债(退市),中信海洋直升机股份有限公司,15.0,AA+,03,2014-11-11,5.74,999,127001
127002,徐工转债(退市),徐工集团工程机械股份有限公司,6.0,AAA,03,2014-11-05,8.0,999,127002
127003,PR德兴债,德兴市投资控股集团有限公司,7.0,AA,03,2014-11-24,7.17,90,127003
127004,模塑转债(退市),江南模塑科技股份有限公司,7.0,AA,03,2014-11-24,5.9,999,127004
127005,长证转债(退市),长江证券股份有限公司,7.0,AAA,03,2014-11-17,5.99,999,127005
127006,敖东转债(退市),吉林敖东药业集团股份有限公司,8.0,AA+,03,2014-11-18,6.98,999,127006
127007,湖广转债(退市),湖北省广播电视信息网络股份有限公司,7.0,AA+,03,2015-03-06,6.9,999,127007
127008,PR龙岩01,福建省龙岩市经济技术开发区建设发展有限公司,7.0,AA,03,2014-11-19,8.35,90,127008
127009,PR龙岩02,福建省龙岩市经济技术开发区建设发展有限公司,7.0,AA,03,2014-11-19,7.7,90,127009
127010,平银转债(退市),平安银行股份有限公司,7.0,AAA,03,2014-12-25,5.58,999,127010
127011,PR14鹰投,鹰潭市投资公司,7.0,AA,03,2014-12-16,6.2,90,127011
127013,创维转债(退市),创维数字股份有限公司,7.0,AA,03,2014-12-29,5.68,999,127013
127014,北方转债(退市),北方国际合作股份有限公司,7.0,AA+,03,2014-11-20,6.85,999,127014
127015,希望转债(退市),新希望六和股份有限公司,7.0,AAA,03,2014-12-30,6.2,999,127015
127016,鲁泰转债,鲁泰纺织股份有限公司,6.0,AA+,03,2014-12-01,5.48,999,127016
127017,万青转债,江西万年青水泥股份有限公司,15.0,AA+,03,2014-12-03,5.4,999,127017
127018,本钢转债,本钢板材股份有限公司,7.0,AAA,03,2014-12-05,5.88,999,127018
127019,国城转债(退市),国城矿业股份有限公司,7.0,AA,03,2014-12-23,5.89,999,127019
127020,中金转债(退市),深圳市中金岭南有色金属股份有限公司,7.0,AA+,03,2014-11-25,5.65,999,127020
127021,特发转2(退市),深圳市特发信息股份有限公司,6.0,AA,03,2014-11-28,5.4,999,127021
127022,10句容福,江苏句容福地生态科技有限公司,7.0,AA,03,2014-11-26,6.2,90,127022
127023,PR集宁债,乌兰察布市集宁区城市建设投资开发有限责任公司,7.0,AA,03,2014-12-11,6.69,90,127023
127024,盈峰转债,盈峰环境科技集团股份有限公司,,AA+,,,,999,127024
127025,PR惠城投,惠安县城乡建设投资经营有限公司,7.0,AA+,03,2015-01-29,5.49,90,127025
127026,超声转债,广东汕头超声电子股份有限公司,10.0,AA,03,2014-12-10,4.8,999,127026
127027,能化转债,甘肃能化股份有限公司,7.0,AA+,03,2014-12-09,4.99,999,127027
127028,14新供销,新疆供销投资(控股)集团有限责任公司,7.0,AA+,03,2014-12-16,5.07,90,127028
127029,中钢转债(退市),中钢国际工程技术股份有限公司,7.0,AA+,03,2014-11-27,5.5,999,127029
127030,盛虹转债,江苏东方盛虹股份有限公司,7.0,AA+,03,2014-12-05,5.58,999,127030
127031,洋丰转债,新洋丰农业科技股份有限公司,7.0,AA,03,2015-01-07,5.6,999,127031
127032,苏行转债(退市),苏州银行股份有限公司,7.0,AAA,03,2014-12-31,5.47,999,127032
127033,中装转2,深圳市中装建设集团股份有限公司,7.0,AA,03,2014-12-29,5.47,999,127033
127034,绿茵转债,天津绿茵景观生态建设股份有限公司,7.0,AA-,03,2014-12-08,6.5,999,127034
127035,14春辉01,江苏春辉生态农林股份有限公司,6.0,AA,03,2014-12-16,7.85,90,127035
127037,银轮转债,浙江银轮机械股份有限公司,7.0,AA,03,2015-02-05,5.99,999,127037
127038,国微转债,紫光国芯微电子股份有限公司,7.0,AA+,03,2014-12-08,5.49,999,127038
127039,北港转债(退市),北部湾港股份有限公司,5.0,AAA,03,2014-12-31,5.96,999,127039
127040,14春辉02,江苏春辉生态农林股份有限公司,6.0,AA,03,2014-12-16,8.5,90,127040
127041,弘亚转债,广州弘亚数控机械集团股份有限公司,7.0,AA-,03,2015-01-07,5.25,999,127041
127042,嘉美转债(退市),嘉美食品包装(滁州)股份有限公司,7.0,AA,03,2015-01-12,5.97,999,127042
127043,川恒转债(退市),贵州川恒化工股份有限公司,,AA-,,,,999,127043
127044,蒙娜转债,蒙娜丽莎集团股份有限公司,7.0,AA,03,2014-12-29,6.2,999,127044
127045,牧原转债,牧原食品股份有限公司,7.0,AA+,03,2015-01-27,6.0,999,127045
127046,百润转债,上海百润投资控股集团股份有限公司,7.0,AA,03,2015-01-12,5.65,999,127046
127047,帝欧转债,帝欧水华集团股份有限公司,7.0,AA-,03,2015-10-13,6.55,999,127047
127048,中大转债(退市),宁波中大力德智能传动股份有限公司,7.0,A+,03,2014-12-29,5.7,999,127048
127049,希望转2,新希望六和股份有限公司,7.0,AAA,03,2015-02-02,7.0,999,127049
127050,麒麟转债,青岛森麒麟轮胎股份有限公司,7.0,AA,03,2015-02-17,5.79,999,127050
127051,博杰转债(退市),珠海博杰电子股份有限公司,7.0,AA-,03,2015-09-11,6.0,999,127051
127052,西子转债(退市),西子清洁能源装备制造股份有限公司,7.0,AA,03,2014-12-18,5.85,999,127052
127053,豪美转债,广东豪美新材股份有限公司,6.0,AA-,03,2015-02-12,7.0,999,127053
127054,双箭转债,浙江双箭橡胶股份有限公司,7.0,AA,03,2015-03-11,6.0,999,127054
127055,精装转债,深圳中天精装股份有限公司,7.0,AA-,03,2015-02-09,6.46,999,127055
127056,中特转债,中信泰富特钢集团股份有限公司,7.0,AAA,03,2016-04-18,3.25,999,127056
127057,盘龙转债(退市),陕西盘龙药业集团股份有限公司,7.0,A+,03,2015-03-05,7.48,999,127057
127058,PR连融达,大连融达投资有限责任公司,7.0,AA+,03,2015-01-13,5.69,90,127058
127059,永东转2,山西永东化工股份有限公司,7.0,AA-,03,2015-01-05,6.6,999,127059
127060,PR遵义投,遵义市投资(集团)有限责任公司,7.0,AA,03,2015-02-09,6.45,90,127060
127061,PR黔西南,黔西南州工业投资(集团)有限公司,7.0,AA,03,2015-01-12,7.4,90,127061
127062,垒知转债,垒知控股集团股份有限公司,7.0,AA-,03,2015-01-21,8.0,999,127062
127063,14中科01,中科招商投资管理集团股份有限公司,6.0,AA+,03,2015-02-04,7.94,90,127063
127064,14中科02,中科招商投资管理集团股份有限公司,7.0,AA+,03,2015-02-04,8.34,90,127064
127065,PR阜新01,阜新市城市基础设施建设投资有限责任公司,7.0,AA,03,2015-02-16,7.18,90,127065
127066,PR高安02,高安市城市建设投资有限责任公司,7.0,AA,03,2015-03-17,8.2,90,127066
127067,恒逸转2,恒逸石化股份有限公司,7.0,AA+,03,2016-02-23,4.87,999,127067
127068,顺博转债,重庆顺博铝合金股份有限公司,7.0,AA-,03,2015-01-22,6.95,999,127068
127069,小熊转债,小熊电器股份有限公司,7.0,AA-,03,2015-02-02,6.54,999,127069
127072,博实转债,哈尔滨博实自动化股份有限公司,7.0,AA,03,2015-03-06,6.89,999,127072
127073,天赐转债(退市),广州天赐高新材料股份有限公司,7.0,AA,03,2015-01-28,6.0,999,127073
127074,麦米转2(退市),深圳麦格米特电气股份有限公司,7.0,AA-,03,2015-03-03,6.5,999,127074
127075,百川转2,江苏百川高科新材料股份有限公司,7.0,AA-,03,2015-02-11,6.87,999,127075
127076,中宠转2,烟台中宠食品股份有限公司,7.0,AA-,03,2015-04-03,6.7,999,127076
127077,华宏转债(退市),江苏华宏科技股份有限公司,7.0,AA-,03,2015-03-17,6.24,999,127077
127078,优彩转债,优彩环保资源科技股份有限公司,7.0,A+,03,2015-03-16,7.48,999,127078
127079,华亚转债,苏州华亚智能科技股份有限公司,7.0,A+,03,2015-03-10,6.45,999,127079
127080,声迅转债,北京声迅电子股份有限公司,7.0,A+,03,2015-03-02,6.55,999,127080
127081,PR牟国资,烟台市牟平区国有资产经营公司,7.0,AA,03,2015-02-25,6.39,90,127081
127082,亚科转债,江苏亚太轻合金科技股份有限公司,7.0,AA,03,2015-03-11,6.57,999,127082
127083,山路转债,山东高速路桥集团股份有限公司,7.0,AA+,03,2015-05-15,6.7,999,127083
127084,柳工转2,广西柳工机械股份有限公司,7.0,AAA,03,2015-03-16,6.39,999,127084
127086,10乌城投,乌鲁木齐城市建设投资(集团)有限公司,7.0,AAA,03,2015-03-19,6.5,90,127086
127087,星帅转2(退市),杭州星帅尔电器股份有限公司,7.0,A+,03,2015-03-10,5.48,999,127087
127088,赫达转债,山东赫达集团股份有限公司,7.0,AA-,03,2015-03-03,6.6,999,127088
127089,晶澳转债,晶澳太阳能科技股份有限公司,6.0,AA+,03,2015-03-10,6.4,999,127089
127090,兴瑞转债,宁波兴瑞电子科技股份有限公司,6.0,AA-,03,2015-03-10,6.6,999,127090
127091,科数转债(退市),科华数据股份有限公司,7.0,AA,03,2015-03-04,6.95,999,127091
127092,运机转债,四川省自贡运输机械集团股份有限公司,6.0,AA-,03,2015-03-05,5.95,999,127092
127093,章鼓转债,山东省章丘鼓风机股份有限公司,7.0,A+,03,2015-04-21,6.88,999,127093
127094,红墙转债,广东红墙新材料股份有限公司,7.0,A+,03,2015-03-10,7.25,999,127094
127095,广泰转债,威海广泰空港设备股份有限公司,7.0,AA-,03,2015-04-10,6.59,999,127095
127096,泰坦转债,浙江泰坦股份有限公司,7.0,A,03,2015-03-10,5.19,999,127096
127097,三羊转债(退市),三羊马(重庆)物流股份有限公司,7.0,A+,03,2015-04-07,6.5,999,127097
127098,欧晶转债,内蒙古欧晶科技股份有限公司,7.0,AA-,03,2015-03-05,6.45,999,127098
127099,盛航转债,南京盛航海运股份有限公司,6.0,AA-,03,2015-03-10,6.89,999,127099
127100,神码转债(退市),神州数码集团股份有限公司,7.0,AA,03,2015-03-23,6.14,999,127100
127101,豪鹏转债(退市),深圳市豪鹏科技股份有限公司,7.0,AA-,03,2015-04-07,7.18,999,127101
127102,浙建转债,浙江省建设投资集团股份有限公司,7.0,AA+,03,2015-04-03,8.8,999,127102
127103,10顺义02,北京市顺义区国有资本经营管理中心,7.0,AAA,03,2015-03-10,4.53,90,127103
127104,姚记转债,上海姚记科技股份有限公司,7.0,A+,03,2015-04-22,6.68,999,127104
127105,龙星转债,龙星科技集团股份有限公司,7.0,AA-,03,2015-04-13,6.29,999,127105
127106,伟隆转债(退市),青岛伟隆阀门股份有限公司,,A,,,,999,127106
127108,太能转债,中节能太阳能股份有限公司,7.0,AA+,03,2015-03-30,6.48,999,127108
127109,电化转债,湘潭电化科技股份有限公司,7.0,AA,03,2015-04-14,6.79,999,127109
127110,广核转债,中国广核电力股份有限公司,7.0,AAA,03,2015-04-16,6.0,999,127110
127111,金威转债,厦门金达威集团股份有限公司,7.0,AA,03,2015-04-10,6.43,999,127111
127112,PR天诚01,内蒙古科尔沁城市建设投资集团有限公司,7.0,AA,03,2015-04-03,6.5,90,127112
127113,PR乌国投,乌鲁木齐国有资产投资有限公司,6.0,AA,03,2015-06-19,6.17,90,127113
127114,15乳国资,乳山市产业投资发展集团有限公司,7.0,AA+,03,2015-04-08,6.17,90,127114
127115,PR马建投,马鞍山经济技术开发区建设投资有限公司,7.0,AA,03,2015-07-21,6.49,90,127115
127116,PR淳新开,淳安县新安江生态开发集团有限公司,7.0,AA+,03,2015-05-21,6.1,90,127116
127117,PR娄开债,湖南省娄底经济技术开发投资建设有限公司,7.0,AA,03,2015-08-24,6.36,90,127117
127118,PR丰城投,丰城市城市建设投资有限公司,7.0,AA,03,2015-04-10,6.49,90,127118
127119,PR兴堰债,都江堰兴堰投资有限公司,7.0,AA,03,2015-06-18,6.1,90,127119
127120,PR巴南债,重庆巴南经济园区建设实业有限公司,7.0,AA,03,2015-04-29,6.17,90,127120
127121,15苏国信,江苏省国信集团有限公司,5.0,AAA,03,2015-04-27,4.9,90,127121
127122,10湘高速,湖南省高速公路建设开发总公司,10.0,AAA,03,2015-05-29,5.5,90,127122
127123,PR阜新02,阜新市城市基础设施建设投资有限责任公司,7.0,AA,03,2015-07-03,6.18,90,127123
127124,14中色03,中国有色矿业集团有限公司,10.0,AAA,03,2015-04-03,5.3,90,127124
127125,PR三门02,三门县国有资产投资控股有限公司,7.0,AA,03,2015-07-21,6.8,90,127125
127126,PR遂富源,遂宁市富源实业有限公司,7.0,AA,03,2016-01-06,6.39,90,127126
127127,PR渭城债,渭南市城市投资集团有限公司,7.0,AA,03,2015-04-17,6.09,90,127127
127128,PR沈大东,沈阳大东国有资产经营集团有限公司,7.0,AA,03,2015-11-16,6.05,90,127128
127129,PR苏通债,南通苏通控股集团有限公司,7.0,AA,03,2015-04-15,6.2,90,127129
127130,PR尧都债,临汾市尧都区投资建设开发有限公司,7.0,AA,03,2015-04-07,7.19,90,127130
127131,PR玉交02,玉环市交通投资集团有限公司,7.0,AA,03,2015-05-29,6.18,90,127131
127132,PR梅山债,宁波梅山岛开发投资有限公司,7.0,AA,03,2015-05-06,6.27,90,127132
127133,PR泗洪债,泗洪县宏源公有资产经营有限公司,7.0,AA+,03,2015-05-22,6.15,90,127133
127134,PR广安债,广安发展建设集团有限公司,7.0,AA,03,2015-04-15,6.39,90,127134
127135,PR阳高新,益阳高新产业发展投资集团有限公司,7.0,AA,03,2015-05-18,7.0,90,127135
127137,PR株今添,株洲市今添投资开发有限公司,7.0,AA,03,2015-06-30,6.25,90,127137
127138,PR柯岩债,绍兴柯岩建设投资有限公司,7.0,AA,03,2015-04-15,6.28,90,127138
127139,PR邛崃债,邛崃市建设投资集团有限公司,7.0,AA,03,2015-07-20,6.98,80,127139
127141,PR东南债,常熟东南资产经营投资有限公司,7.0,AA,03,2015-07-14,6.53,90,127141
127142,PR怀经开,怀化经济开发区开发建设投资有限公司,7.0,AA,03,2015-07-13,6.8,90,127142
127143,PR新泰债,新泰市统筹城乡发展集团有限公司,7.0,AA,03,2015-05-22,6.35,90,127143
127144,15黄河债,陕西黄河矿业(集团)有限责任公司,6.0,AA,03,2015-07-06,8.0,90,127144
127145,PR长轨01,长沙市轨道交通集团有限公司,10.0,AA+,03,2015-05-26,5.97,90,127145
127146,PR汴新债,开封新区基础设施建设投资有限公司,7.0,AA,03,2015-09-02,6.35,90,127146
127147,PR15郫国,成都市郫都区国有资产投资经营公司,7.0,AA,03,2015-05-21,6.95,90,127147
127148,PR九江置,九江市置地投资有限公司,7.0,AA,03,2015-05-21,6.2,90,127148
127149,15粤路桥,广东省路桥建设发展有限公司,15.0,AAA,03,2015-08-24,5.18,90,127149
127150,PR包科教,包头市科教实业发展有限公司,7.0,AA,03,2015-07-20,6.48,90,127150
127151,PR白工投,贵阳白云工业发展投资有限公司,7.0,AA,03,2015-05-05,7.3,90,127151
127152,PR渝铜梁,重庆市铜梁区金龙城市建设发展(集团)有限公司,7.0,AA,03,2015-05-12,6.59,90,127152
127153,PR吐国投,吐鲁番地区国有资产投资经营有限责任公司,7.0,AA,03,2015-06-30,6.2,90,127153
127155,PR宜兴债,宜兴市城建文旅集团有限公司,7.0,AA+,03,2015-05-22,6.16,90,127155
127156,15联峰债,江苏联峰实业有限公司,6.0,AA,03,2015-05-11,8.4,90,127156
127157,PR石城投,石狮市城市建设有限公司,7.0,AA,03,2015-07-20,6.1,90,127157
127158,PR东营资,东营市城市资产经营有限公司,7.0,AAA,03,2015-04-29,5.57,90,127158
127159,PR越投债,诸暨市越都投资发展有限公司,7.0,AA,03,2015-11-09,6.38,90,127159
127160,PR耒城投,耒阳市城市和农村建设投资有限公司,7.0,AA,03,2015-07-03,7.8,90,127160
127161,PR石国控,石家庄国控城市发展投资集团有限责任公司,7.0,AA+,03,2015-06-03,5.75,90,127161
127162,PR湘铁投,湖南铁路建设投资有限公司,10.0,AA+,03,2016-04-12,6.09,90,127162
127163,PR15海门,江苏海润城市发展集团有限公司,7.0,AA+,03,2015-07-14,6.22,90,127163
127164,PR庐江债,庐江县城市建设投资有限公司,7.0,AA+,03,2015-05-26,6.7,90,127164
127165,PR高国资,肇庆市高要区国有资产经营有限公司,7.0,AA,03,2015-08-17,6.68,90,127165
127166,PR洋口港,江苏洋口港建设发展集团有限公司,7.0,AA+,03,2015-05-28,6.23,90,127166
127167,PR阳江投,阳江市城市投资集团有限公司,7.0,AA,03,2016-04-19,6.24,90,127167
127168,PR绍城建,绍兴市城市建设投资集团有限公司,7.0,AA+,03,2015-06-10,5.75,90,127168
127169,PR鄂长江,长江产业投资集团有限公司,7.0,AA+,03,2015-07-29,6.15,90,127169
127170,PR渝水债,新余市渝水区城区建设投资开发有限公司,7.0,AA,03,2015-07-22,7.7,90,127170
127171,PR乌经开,乌鲁木齐经济技术开发区建设投资开发(集团)有限公司,7.0,AA,03,2015-08-28,6.4,90,127171
127172,PR滨中海,滨州市中海创业投资集团有限公司,7.0,AA+,03,2015-06-03,6.65,90,127172
127173,PR津铁投,天津铁路建设投资控股(集团)有限公司,10.0,AAA,03,2015-06-25,5.58,90,127173
127174,PR迁安投,迁安市兴源水务产业投资有限公司,7.0,AA,03,2015-07-06,6.25,90,127174
127175,15武铁01,武汉地铁集团有限公司,15.0,AAA,03,2015-06-05,5.18,90,127175
127176,PR武铁02,武汉地铁集团有限公司,7.0,AAA,03,2015-06-05,5.25,90,127176
127177,PR梅金叶,梅州市新金叶发展有限公司,7.0,AA,03,2015-07-03,6.02,90,127177
127178,15华南城,华南国际工业原料城深圳有限公司,6.0,AA+,03,2015-05-21,7.0,90,127178
127179,PR兴泸债,泸州市兴泸投资集团有限公司,10.0,AA,03,2016-07-28,6.41,90,127179
127180,PR郴新债,郴州市新天投资有限公司,7.0,AA+,03,2015-05-26,6.15,90,127180
127181,PR桂经投,桂林市经济建设投资集团有限公司,7.0,AA+,03,2015-06-25,5.6,90,127181
127182,PR阿信投,阿克苏信诚资产投资经营有限责任公司,7.0,AA,03,2015-08-21,6.4,90,127182
127183,PR淮城债,淮安市城市资产经营有限公司,7.0,AA+,03,2015-05-29,5.7,90,127183
127184,PR漳经发,漳州市经济发展集团有限公司,7.0,AA,03,2015-07-22,6.17,90,127184
127185,PR绍城债,绍兴市城中村改造建设投资有限公司,7.0,AA,03,2015-07-09,6.09,90,127185
127186,PR遵道桥,遵义道桥建设(集团)有限公司,8.0,AA,03,2015-06-29,6.1,90,127186
127187,PR宜城债,安庆市城市建设投资发展(集团)有限公司,7.0,AA,03,2015-07-10,6.01,90,127187
127188,PR江新债,江门市高新技术工业园有限公司,7.0,AA,03,2015-07-27,6.03,90,127188
127189,PR渝悦投,重庆悦来投资集团有限公司,7.0,AA,03,2015-06-17,6.09,90,127189
127190,PR大足债,重庆大足工业园区建设发展有限公司,7.0,AA,03,2015-07-06,6.3,90,127190
127191,PR济高02,济宁高新城建投资有限公司,7.0,AA,03,2015-07-03,6.09,90,127191
127192,PR沪闵城,上海闵行城市建设投资开发有限公司,7.0,AA+,03,2015-07-06,5.63,90,127192
127193,PR马花山,马鞍山市花山区城市发展投资集团有限责任公司,7.0,AA+,03,2015-08-25,6.07,90,127193
127194,PR天诚02,内蒙古科尔沁城市建设投资集团有限公司,7.0,AA,03,2015-07-22,6.45,90,127194
127195,16闽投02,福建省投资开发集团有限责任公司,8.0,AAA,03,2016-03-11,3.2,80,127195
127196,PR海海业,海丰县海业基础设施建设投资有限公司,7.0,AA+,03,2015-07-17,6.84,90,127196
127197,PR瓯海债,浙江瓯海城市建设投资集团有限公司,7.0,AA,03,2015-08-07,6.45,90,127197
127198,PR绍城北,绍兴市镜湖开发集团有限公司,7.0,AA,03,2015-05-26,6.13,90,127198
127199,15龙口债,龙口市城乡建设投资发展有限公司,7.0,AA,03,2015-07-08,6.09,90,127199
127200,PR津城债,天津环城城市基础设施投资有限公司,7.0,AA+,03,2015-08-05,5.75,90,127200
127201,PR丹开债,丹阳市开发区高新技术产业发展有限公司,7.0,AA,03,2015-05-29,6.4,90,127201
127202,PR呼伦债,呼伦贝尔市投资有限责任公司,7.0,AA,03,2015-07-13,6.31,90,127202
127203,15兴泰债,合肥兴泰金融控股(集团)有限公司,7.0,AA+,03,2015-11-19,5.6,90,127203
127205,PR巢城债,巢湖市城镇建设投资有限公司,7.0,AA+,03,2015-06-10,6.5,90,127205
127208,15国网01,国家电网有限公司,7.0,AAA,03,2015-07-23,4.9,90,127208
127209,15国网02,国家电网有限公司,15.0,AAA,03,2015-07-23,4.95,90,127209
127211,PR黄山债,黄山城投集团有限公司,7.0,AA,03,2015-09-21,5.95,90,127211
127212,PR黄城债,黄石市城市建设投资开发有限责任公司,7.0,AA,03,2015-08-26,5.99,90,127212
127213,PR枝江02,枝江市国有资产经营中心,7.0,AA,03,2016-07-15,4.38,90,127213
127214,15建发债,建发房地产集团有限公司,7.0,AAA,03,2015-07-27,4.28,90,127214
127215,PR兴荣控,重庆市兴荣控股集团有限公司,7.0,AA+,03,2016-06-07,4.86,90,127215
127216,PR蜀城投,成都市蜀州城市建设投资有限责任公司,7.0,AA,03,2015-07-29,6.58,90,127216
127217,10装备01,大连装备投资集团有限公司,6.0,AAA,03,2015-06-12,4.08,90,127217
127218,10装备02,大连装备投资集团有限公司,7.0,AAA,03,2015-06-12,4.65,90,127218
127219,PR九城投,九江市城市建设投资有限公司,7.0,AA,03,2015-07-03,5.5,90,127219
127220,PR邯建投,邯郸市建设投资集团有限公司,7.0,AA+,03,2015-08-04,5.48,90,127220
127221,PR赣城投,赣州城市开发投资集团有限责任公司,7.0,AA+,03,2015-07-31,5.5,90,127221
127222,PR建湖债,建湖县城市建设投资有限公司,7.0,AA,03,2015-08-14,6.3,90,127222
127223,PR大洼债,大洼县城市建设投资有限公司,7.0,AA,03,2015-07-21,6.29,90,127223
127225,PR鹰高新,鹰潭炬能投资集团有限公司,7.0,AA,03,2015-09-02,6.75,90,127225
127226,15海基债,海航基础产业集团有限公司,7.0,AA,03,2015-11-06,7.5,90,127226
127227,PR锡山债,江苏省锡山经济技术开发有限公司,7.0,AA,03,2015-09-24,5.78,90,127227
127228,PR邗建债,扬州市邗江城市建设发展有限公司,7.0,AA,03,2015-08-25,5.88,90,127228
127229,PR潍高新,山东高创建设投资集团有限公司,7.0,AA,03,2015-07-20,6.05,90,127229
127230,PR牡新区,牡丹江新区城市投资有限公司,7.0,AA,03,2015-11-24,6.48,90,127230
127231,15冀广01,中国广电河北网络股份有限公司,8.0,AA+,03,2015-07-29,5.3,90,127231
127232,PR长轨02,长沙市轨道交通集团有限公司,10.0,AA+,03,2015-09-10,5.4,90,127232
127234,15十师债,新疆北屯额河明珠国有资本投资有限公司,7.0,AA,03,2015-09-17,6.1,90,127234
127235,PR椒江01,台州市椒江区国有资本运营集团有限公司,7.0,AA,03,2015-08-04,6.18,90,127235
127236,PR吴江投,苏州市吴江城市投资发展集团有限公司,7.0,AA+,03,2015-09-01,5.25,90,127236
127237,PR喀城建,喀什城建投资集团有限公司,7.0,AA,03,2015-08-21,5.8,90,127237
127238,PR陕东岭,东岭集团股份有限公司,7.0,AA,03,2015-12-02,8.0,90,127238
127239,15东港债,东港市城市建设投资(集团)有限公司,7.0,AA,03,2015-09-14,6.25,90,127239
127240,15洪轨02,南昌轨道交通集团有限公司,15.0,AA+,03,2015-09-21,5.07,90,127240
