BondCode,BondName,Issuer,Term,CreditRating,BondType,IssueDate,CouponRate,_priority,_merge_code
111015,01三峡10,中国长江电力股份有限公司,10.0,AAA,03,2002-04-19,4.0,110,111015
111016,01广核债,中国广核集团有限公司,7.0,AAA,03,2002-06-06,4.12,110,111016
111017,02电网3,国家电力公司,3.0,AAA,03,2002-12-10,3.5,110,111017
111018,02电网15,国家电力公司,15.0,AAA,03,2002-12-10,4.86,110,111018
111019,02广核债,中国广核集团有限公司,15.0,AAA,03,2003-08-18,4.5,110,111019
111020,03华能1,中国华能集团公司,10.0,AAA,03,2004-11-19,4.6,110,111020
111021,03华能2,中国华能集团公司,10.0,AAA,03,2004-11-19,3.78,110,111021
111022,04首旅债,北京首都旅游集团有限责任公司,10.0,AAA,03,2004-11-16,3.73,110,111022
111023,利柏转债,江苏利柏特股份有限公司,,AA,,,,999,111023
111024,04华电1,中国华电集团公司,10.0,AAA,03,2005-09-07,5.4,110,111024
111025,04华电2,中国华电集团公司,10.0,AAA,03,2005-09-07,4.28,110,111025
111026,05粤交通,广东省交通集团有限公司,15.0,AAA,03,2005-10-18,5.3,110,111026
111027,03石油债,中国石油天然气股份有限公司,10.0,AAA,03,2005-12-12,4.11,110,111027
111028,05神华债,神华集团有限责任公司,7.0,AAA,03,2006-05-18,5.25,110,111028
111029,06豫投债,河南投资集团有限公司,10.0,AAA,03,2006-12-25,4.3,110,111029
111030,05泰达债,天津泰达投资控股有限公司,10.0,AAA,03,2006-06-30,4.65,110,111030
111031,06鄂能债,湖北省能源集团有限公司,10.0,AAA,03,2006-08-29,4.05,110,111031
111032,06鲁能债,鲁能集团有限公司,15.0,AAA,03,2006-08-15,4.4,110,111032
111035,06节能债,中国节能环保集团公司,10.0,AAA,03,2007-02-12,4.05,110,111035
111037,08昆建债,昆明市城建投资开发有限责任公司,5.0,AA,03,2008-04-30,6.12,110,111037
111038,08西基投,西安城市基础设施建设投资集团有限公司,5.0,AA,03,2008-04-28,6.7,110,111038
111039,ST奈伦债,内蒙古奈伦集团股份有限公司,7.0,AA,03,2008-06-25,8.0,110,111039
111040,08甬交投,宁波交通投资控股有限公司,5.0,AA,03,2008-09-04,6.9,110,111040
111041,08铁岭债,铁岭公共资产投资运营有限公司,7.0,AA,03,2008-09-12,8.35,110,111041
111042,08嘉城投,嘉兴城市建设投资有限公司,7.0,AA+,03,2008-09-26,7.05,110,111042
111043,08湘有色,湖南有色金属控股集团有限公司,10.0,AA+,03,2008-11-03,5.8,110,111043
111044,08吉高速,吉林省高速公路集团有限公司,5.0,AA,03,2008-12-01,5.65,110,111044
111045,08西城投,西宁城市投资管理有限公司,7.0,AA,03,2009-01-21,6.38,110,111045
111046,08东特债,东北特殊钢集团有限责任公司,7.0,AA,03,2009-01-12,7.1,110,111046
111047,08长兴债,长兴交通投资集团有限公司,7.0,AA,03,2009-02-16,8.13,110,111047
111048,09渝水投,重庆市水利投资(集团)有限公司,7.0,AA,03,2009-03-09,5.92,110,111048
111049,09绍水务,绍兴市水务集团有限公司,7.0,AA+,03,2009-05-11,5.78,110,111049
111050,09华菱债,湖南华菱钢铁集团有限责任公司,10.0,AA+,03,2009-03-09,5.2,110,111050
111051,09怀化债,怀化市城市建设投资有限公司,10.0,AA,03,2009-03-25,8.1,110,111051
111052,09哈城投,哈尔滨市城市建设投资集团有限公司,10.0,AA,03,2009-04-20,7.08,110,111052
111053,09许继债,许继集团有限公司,6.0,AA,03,2009-05-04,4.6,110,111053
111055,09华西债,江苏华西集团公司,7.0,AA,03,2009-06-23,6.05,110,111055
111056,09湖交投,湖州市交通投资集团有限公司,7.0,AA+,03,2009-07-15,5.48,110,111056
111057,09兖城投,济宁市兖州区惠民城建投资有限公司,7.0,AA,03,2009-11-20,6.8,110,111057
111058,09黄城投,黄石市城市建设投资开发有限责任公司,8.0,AA+,03,2010-04-22,6.98,110,111058
111059,09宿建投,宿州市城市建设投资集团(控股)有限公司,7.0,AA+,03,2010-03-11,7.48,110,111059
111060,10佳城投,佳木斯市新时代城市基础设施建设投资(集团)有限公司,7.0,AA+,03,2010-05-10,7.88,110,111060
111062,10并高铁,太原市高速铁路投资有限公司,10.0,AA+,03,2010-11-10,5.18,110,111062
111063,11富阳债,富阳市城市建设投资集团有限公司,7.0,AA,03,2011-04-18,7.33,110,111063
111064,ST长交债,长兴交通投资集团有限公司,7.0,AA,03,2011-05-26,7.2,110,111064
111068,16清新G1,北京清新环境技术股份有限公司,5.0,AA,03,2017-02-14,3.7,100,111068
111069,16格林G1,格林美股份有限公司,7.0,AA,03,2017-02-14,4.47,110,111069
111070,17恒逸01,浙江恒逸集团有限公司,7.0,AA,03,2018-07-17,7.8,110,111070
111071,18河钢G1,河钢股份有限公司,5.0,AAA,03,2018-05-18,5.42,100,111071
111072,18美尚01,美尚生态景观股份有限公司,7.0,AAA,03,2018-12-14,7.2,100,111072
111073,18投控01,深圳市投资控股有限公司,10.0,AAA,03,2018-12-21,4.17,110,111073
111074,18投控02,深圳市投资控股有限公司,5.0,AAA,03,2018-12-21,4.15,110,111074
111075,18亚迪G1,比亚迪股份有限公司,5.0,AAA,03,2019-01-29,4.98,100,111075
111076,19新兴G1,新兴铸管股份有限公司,5.0,AA+,03,2019-02-28,4.25,100,111076
111077,19深能G1,深圳能源集团股份有限公司,10.0,AAA,03,2019-03-07,4.05,100,111077
111078,19新兴G2,新兴铸管股份有限公司,5.0,AA+,03,2019-04-19,4.25,100,111078
111079,19恒逸债,浙江恒逸集团有限公司,7.0,AA+,03,2019-06-24,7.2,110,111079
111080,18恒逸债,浙江恒逸集团有限公司,7.0,AA+,03,2019-04-26,7.45,110,111080
111081,19兴蓉G1,成都市兴蓉环境股份有限公司,5.0,AAA,03,2019-05-14,4.26,100,111081
111082,19木森G1,木林森股份有限公司,5.0,AA,03,2019-06-24,7.0,110,111082
111083,19亚迪G1,比亚迪股份有限公司,5.0,AAA,03,2019-07-11,4.86,100,111083
111084,19深能G2,深圳能源集团股份有限公司,10.0,AAA,03,2019-07-11,4.15,100,111084
111085,19芜专01,芜湖市投资控股集团有限公司,7.0,AA+,03,2019-11-06,4.58,100,111085
111086,19华发债,珠海华发集团有限公司,10.0,AAA,03,2019-11-15,4.43,110,111086
111087,19兴蓉G2,成都市兴蓉环境股份有限公司,5.0,AAA,03,2019-12-09,3.58,100,111087
111088,20华发债,珠海华发集团有限公司,10.0,AAA,03,2020-02-03,4.05,110,111088
111089,20芜专01,芜湖市投资控股集团有限公司,7.0,AA+,03,2020-03-05,3.79,100,111089
111090,20SZMC01,深圳市地铁集团有限公司,7.0,AAA,03,2020-05-08,3.46,110,111090
111091,20SZMC02,深圳市地铁集团有限公司,3.0,AAA,03,2020-05-08,2.39,110,111091
111092,20SZMC03,深圳市地铁集团有限公司,3.0,AAA,03,2020-07-09,3.2,110,111092
111093,20珠华02,珠海华发集团有限公司,10.0,AAA,03,2020-08-17,4.03,110,111093
111094,20SZMC04,深圳市地铁集团有限公司,3.0,AAA,03,2020-08-17,3.54,110,111094
111095,20SZMC05,深圳市地铁集团有限公司,3.0,AAA,03,2020-09-03,3.6,110,111095
111096,20SZMC06,深圳市地铁集团有限公司,3.0,AAA,03,2020-09-08,3.7,110,111096
111097,20SZMC07,深圳市地铁集团有限公司,3.0,AAA,03,2020-09-29,3.78,110,111097
111098,20桂资01,广西投资集团有限公司,5.0,AAA,03,2020-11-17,4.3,110,111098
111099,20SZMC08,深圳市地铁集团有限公司,3.0,AAA,03,2020-12-22,3.79,110,111099
111100,20川交01,蜀道投资集团有限责任公司,5.0,AAA,03,2020-12-15,4.35,110,111100
111101,21SZMC01,深圳市地铁集团有限公司,3.0,AAA,03,2021-02-05,3.59,110,111101
111102,21SZMC02,深圳市地铁集团有限公司,5.0,AAA,03,2021-02-05,3.8,110,111102
111103,21粤能01,广东省能源集团有限公司,3.0,AAA,03,2021-05-18,3.45,100,111103
111104,21SZMC03,深圳市地铁集团有限公司,3.0,AAA,03,2021-07-22,3.25,110,111104
111105,21SZMC04,深圳市地铁集团有限公司,5.0,AAA,03,2021-07-22,3.53,110,111105
111106,21SZMC05,深圳市地铁集团有限公司,3.0,AAA,03,2021-08-31,3.05,110,111106
111107,21SZMC06,深圳市地铁集团有限公司,5.0,AAA,03,2021-08-31,3.36,110,111107
111108,22SZMC01,深圳市地铁集团有限公司,3.0,AAA,03,2022-03-02,2.7,100,111108
111109,22横琴01,珠海大横琴集团有限公司,5.0,AAA,03,2022-04-25,3.57,110,111109
111110,22横琴02,珠海大横琴集团有限公司,10.0,AAA,03,2022-04-25,4.28,110,111110
111111,22仲恺债,惠州仲恺城市发展集团有限公司,7.0,AA,03,2022-06-20,3.52,110,111111
111112,22珠华01,珠海华发集团有限公司,5.0,AAA,03,2022-10-26,3.78,110,111112
111113,23杭高01,杭州高新国有控股集团有限公司,7.0,AAA,03,2023-03-27,3.3,110,111113
111114,24穗铁01,广州地铁集团有限公司,15.0,AAA,03,2024-06-26,2.6,110,111114
111115,24杭高02,杭州高新国有控股集团有限公司,7.0,,03,2024-07-25,2.12,110,111115
111116,24穗铁02,广州地铁集团有限公司,15.0,AAA,03,2024-09-25,2.43,110,111116
112001,08粤电债,广东电力发展股份有限公司,7.0,AAA,02,2008-03-27,5.5,130,112001
112002,08中联债,中联重科股份有限公司,8.0,AA,02,2008-05-09,6.5,130,112002
112003,08泰达债,天津泰达股份有限公司,5.0,AA+,02,2008-09-01,7.1,130,112003
112004,08中粮债,中粮地产(集团)股份有限公司,10.0,AAA,02,2008-09-04,6.06,130,112004
112005,08万科G1,万科企业股份有限公司,5.0,AAA,02,2008-09-18,5.5,130,112005
112006,08万科G2,万科企业股份有限公司,5.0,AA+,02,2008-09-18,7.0,130,112006
112007,09金街01,金融街控股股份有限公司,3.0,AA+,02,2009-09-15,4.7,130,112007
112008,09金街02,金融街控股股份有限公司,5.0,AA+,02,2009-09-15,5.7,130,112008
112009,09粤高债,广东省高速公路发展股份有限公司,5.0,AAA,02,2009-10-16,5.1,130,112009
112010,09西煤债,山西西山煤电股份有限公司,5.0,AAA,02,2009-11-09,5.38,130,112010
112011,09东药债,东北制药集团股份有限公司,5.0,AA,02,2009-12-03,7.05,130,112011
112012,09美好债,美好置业集团股份有限公司,5.0,AA+,02,2009-11-20,7.05,130,112012
112013,09亿城债,亿城投资集团股份有限公司,5.0,AA-,02,2009-12-03,8.5,130,112013
112014,ST银基债,银基烯碳新材料股份有限公司,6.0,AA,02,2009-11-20,8.0,130,112014
112015,09泛海债,泛海控股股份有限公司,5.0,AA,02,2009-12-18,7.2,130,112015
112016,09宏润债,宏润建设集团股份有限公司,5.0,AA,02,2009-12-11,7.8,130,112016
112017,09希望债,新希望六和股份有限公司,5.0,AA+,02,2009-12-25,6.1,130,112017
112018,09津滨债,天津津滨发展股份有限公司,5.0,AA,02,2009-12-25,7.2,130,112018
112019,09宜化债,湖北宜化化工股份有限公司,10.0,AA,02,2010-03-01,5.75,130,112019
112020,10大亚债,大亚科技股份有限公司,5.0,AA,02,2010-03-10,6.3,130,112020
112021,10南玻01,中国南玻集团股份有限公司,5.0,AA+,02,2010-11-10,5.33,130,112021
112022,10南玻02,中国南玻集团股份有限公司,7.0,AA+,02,2010-11-10,5.33,130,112022
112023,10煤气01,太原煤气化股份有限公司,5.0,AA+,02,2010-12-20,5.35,130,112023
112024,10煤气02,太原煤气化股份有限公司,7.0,AA+,02,2010-12-20,5.5,130,112024
112025,11珠海债,珠海港股份有限公司,8.0,AA,02,2011-03-25,6.8,130,112025
112026,11新兴01,新兴铸管股份有限公司,5.0,AAA,02,2011-04-18,5.25,130,112026
112027,11新兴02,新兴铸管股份有限公司,10.0,AAA,02,2011-04-18,5.39,999,112027
112028,11冀能债,冀中能源股份有限公司,5.0,AAA,02,2011-06-03,4.9,130,112028
112029,11软控债,软控股份有限公司,5.0,AA,02,2011-07-25,5.48,130,112029
112030,11鲁西债,鲁西化工集团股份有限公司,7.0,AA,02,2011-08-05,6.18,130,112030
112031,11晨鸣债,山东晨鸣纸业集团股份有限公司,5.0,AA+,02,2011-08-08,5.95,130,112031
112032,11柳工01,广西柳工机械股份有限公司,5.0,AAA,02,2011-08-26,5.4,130,112032
112033,11柳工02,广西柳工机械股份有限公司,7.0,AAA,02,2011-08-26,5.85,130,112033
112034,11陕气债,陕西省天然气股份有限公司,8.0,AA+,02,2011-08-26,6.2,999,112034
112035,11国脉债,国脉科技股份有限公司,7.0,AA,02,2011-08-26,6.8,130,112035
112036,11三钢01,福建三钢闽光股份有限公司,7.0,AA,02,2011-08-26,6.7,130,112036
112037,11万方债,焦作万方铝业股份有限公司,5.0,AA,02,2011-09-19,6.7,130,112037
112038,11锡业债,云南锡业股份有限公司,7.0,AA+,02,2011-09-19,6.6,130,112038
112039,11黔轮债,贵州轮胎股份有限公司,6.0,AA,02,2011-09-30,6.8,130,112039
112040,11建能债,河北建投能源投资股份有限公司,6.0,AAA,02,2011-10-21,6.2,130,112040
112041,11冀东01,唐山冀东水泥股份有限公司,7.0,AA+,02,2011-10-21,6.28,130,112041
112042,11东控01,东莞发展控股股份有限公司,3.0,AA,02,2011-10-31,7.25,130,112042
112043,11东控02,东莞发展控股股份有限公司,5.0,AA+,02,2011-10-31,7.4,130,112043
112044,11中泰01,新疆中泰化学股份有限公司,7.0,AA+,02,2011-11-28,7.3,130,112044
112045,11宗申债,重庆宗申动力机械股份有限公司,6.0,AA,02,2011-12-19,7.45,130,112045
112046,11华孚01,华孚色纺股份有限公司,5.0,AA,02,2011-12-19,7.8,130,112046
112047,11海大债,广东海大集团股份有限公司,5.0,AA,02,2011-12-19,7.0,130,112047
112048,11凯迪债,凯迪生态环境科技股份有限公司,7.0,AA,02,2011-12-19,8.5,130,112048
112049,11安泰01,安泰科技股份有限公司,5.0,AA,02,2011-12-19,6.4,130,112049
112050,11报喜01,浙江报喜鸟服饰股份有限公司,5.0,AA,02,2011-12-19,7.0,130,112050
112051,11报喜02,浙江报喜鸟服饰股份有限公司,7.0,AA,02,2011-12-19,7.4,130,112051
112052,11许继债,许继电气股份有限公司,7.0,AA,02,2011-12-29,6.75,130,112052
112053,11新筑债,成都市新筑路桥机械股份有限公司,5.0,AA,02,2011-12-29,8.5,130,112053
112054,11鄂能债,湖北能源集团股份有限公司,3.0,AA+,02,2012-01-19,5.83,130,112054
112055,11徐工01,徐工集团工程机械股份有限公司,5.0,AAA,02,2012-01-19,5.38,130,112055
112056,11远兴债,内蒙古远兴能源股份有限公司,5.0,AA,02,2012-02-24,8.0,130,112056
112057,11东磁债,横店集团东磁股份有限公司,5.0,AA+,02,2012-03-16,7.0,130,112057
112058,11中粮01,中粮生物化学(安徽)股份有限公司,5.0,AA,02,2012-04-20,6.8,130,112058
112059,11联化债,联化科技股份有限公司,7.0,AA,02,2012-03-16,7.3,130,112059
112060,12金风01,新疆金风科技股份有限公司,3.0,AA+,02,2012-03-16,6.63,130,112060
112061,11超日债,协鑫集成科技股份有限公司,5.0,AA,02,2012-04-20,8.98,130,112061
112062,12新都债,成都云图控股股份有限公司,5.0,AA,02,2012-04-13,7.35,130,112062
112063,11常山债,石家庄常山纺织股份有限公司,3.0,AA,02,2012-04-13,8.2,130,112063
112064,12隆平债,袁隆平农业高科技股份有限公司,5.0,AA,02,2012-06-01,7.18,130,112064
112065,12柳工债,广西柳工机械股份有限公司,5.0,AAA,02,2012-04-26,5.2,130,112065
112066,11西建债,新疆西部建设股份有限公司,5.0,AA,02,2012-04-26,7.5,130,112066
112067,11冀东02,金隅冀东水泥集团股份有限公司,8.0,AA+,02,2012-04-26,5.58,999,112067
112068,11棕榈债,棕榈生态城镇发展股份有限公司,5.0,AA,02,2012-04-26,7.3,130,112068
112069,12明牌债,浙江明牌珠宝股份有限公司,5.0,AA,02,2012-04-26,7.2,130,112069
112070,12中泰债,新疆中泰化学股份有限公司,7.0,AA+,02,2012-04-26,6.5,130,112070
112071,11智光债,广州智光电气股份有限公司,5.0,AA,02,2012-06-01,7.98,130,112071
112072,ST湘鄂债,中科云网科技集团股份有限公司,5.0,AA,02,2012-05-15,6.78,130,112072
112073,ST三钢02,福建三钢闽光股份有限公司,7.0,AA,02,2012-05-15,6.88,130,112073
112074,12华茂债,安徽华茂纺织股份有限公司,5.0,AA,02,2012-05-15,6.3,130,112074
112075,12雅致01,深圳市新南山控股(集团)股份有限公司,5.0,AA+,02,2012-05-15,6.5,130,112075
112076,12雅致02,深圳市新南山控股(集团)股份有限公司,7.0,AA+,02,2012-05-15,6.7,130,112076
112077,12天沃债,苏州天沃科技股份有限公司,5.0,AA,02,2012-05-15,7.0,130,112077
112078,12太钢01,山西太钢不锈钢股份有限公司,5.0,AAA,02,2012-05-15,5.2,130,112078
112079,12长安债,重庆长安汽车股份有限公司,5.0,AAA,02,2012-06-01,5.3,130,112079
112080,12万向债,万向钱潮股份有限公司,5.0,AA+,02,2012-06-01,6.0,130,112080
112081,11新野01,河南新野纺织股份有限公司,5.0,AA,02,2012-06-21,7.1,130,112081
112082,11赤湾01,深圳赤湾港航股份有限公司,5.0,AA+,02,2012-06-01,5.28,130,112082
112083,11国星债,佛山市国星光电股份有限公司,5.0,AA,02,2012-06-21,6.8,130,112083
112084,ST万家债,广东万家乐股份有限公司,5.0,AA,02,2012-06-21,7.4,130,112084
112086,12圣农01,福建圣农发展股份有限公司,6.0,AA,02,2012-06-21,5.5,130,112086
112087,12中富01,珠海中富实业股份有限公司,3.0,AA,02,2012-06-21,5.28,130,112087
112088,12富春01,浙江富春江环保热电股份有限公司,5.0,AA,02,2012-08-02,6.7,130,112088
112089,12万丰01,浙江万丰奥威汽轮股份有限公司,5.0,AA,02,2012-06-21,5.4,130,112089
112090,12中兴01,中兴通讯股份有限公司,3.0,AAA,02,2012-07-16,4.2,130,112090
112092,12海药债,海南海药股份有限公司,5.0,AA,02,2012-07-16,5.2,130,112092
112093,11亚迪01,比亚迪股份有限公司,5.0,AA+,02,2012-07-16,5.25,130,112093
112094,11中利债,江苏中利集团股份有限公司,5.0,AA+,02,2012-08-02,6.7,130,112094
112095,12康盛债,浙江康盛股份有限公司,5.0,AA-,02,2012-08-02,7.8,130,112095
112096,12国创债,湖北国创高新材料股份有限公司,5.0,AA+,02,2012-08-02,6.2,130,112096
112097,12亚厦债,浙江亚厦装饰股份有限公司,5.0,AA,02,2012-08-22,5.2,130,112097
112098,11新野02,河南新野纺织股份有限公司,5.0,AA,02,2012-08-22,5.88,130,112098
112099,12乐视02,乐视网信息技术(北京)股份有限公司,3.0,AA-,02,2012-08-22,8.5,130,112099
112100,12盾安债,浙江盾安人工环境股份有限公司,5.0,AA,02,2012-09-21,5.7,130,112100
112101,12安泰债,安泰科技股份有限公司,5.0,AA,02,2012-08-22,5.5,130,112101
112102,12大康债,湖南大康国际农业食品股份有限公司,5.0,AA,02,2012-09-21,7.3,130,112102
112103,12海型债,芜湖海螺型材科技股份有限公司,5.0,AAA,02,2012-09-21,5.0,130,112103
112104,12太钢02,山西太钢不锈钢股份有限公司,3.0,AAA,02,2012-09-21,4.8,130,112104
112106,12太钢03,山西太钢不锈钢股份有限公司,5.0,AAA,02,2012-09-21,5.1,130,112106
112107,12云内债,昆明云内动力股份有限公司,6.0,AA+,02,2012-10-23,6.05,130,112107
112108,12舜天债,江苏舜天船舶股份有限公司,7.0,AAA,02,2012-10-23,6.6,130,112108
112109,ST南糖债,南宁糖业股份有限公司,7.0,AA,02,2012-10-23,7.25,130,112109
112110,ST东锆债,广东东方锆业科技股份有限公司,7.0,AA,02,2012-11-20,7.46,130,112110
112111,12深机01,深圳市机场股份有限公司,3.0,AAA,02,2012-11-20,4.99,130,112111
112112,12江泥01,江西万年青水泥股份有限公司,5.0,AA,02,2012-11-20,7.05,130,112112
112113,12冀东01,唐山冀东水泥股份有限公司,5.0,AA+,02,2012-12-11,5.65,130,112113
112114,12冀东02,唐山冀东水泥股份有限公司,7.0,AA+,02,2012-12-11,5.9,130,112114
112115,12冀东03,金隅冀东水泥集团股份有限公司,10.0,AA+,02,2012-12-11,6.0,999,112115
112116,12中桥债,江苏中泰桥梁钢构股份有限公司,5.0,AA,02,2012-11-20,7.2,130,112116
112117,12福发债,航天工业发展股份有限公司,6.0,AA,02,2012-11-20,7.0,130,112117
112118,12金螳01,苏州金螳螂建筑装饰股份有限公司,5.0,AA+,02,2012-11-27,5.0,130,112118
112119,12恒邦债,山东恒邦冶炼股份有限公司,5.0,AA,02,2012-11-27,6.3,130,112119
112120,12联发债,江苏联发纺织股份有限公司,5.0,AA,02,2012-11-20,6.2,130,112120
112121,12景兴债,浙江景兴纸业股份有限公司,7.0,AA,02,2012-12-11,7.38,999,112121
112122,12建峰债,重庆建峰化工股份有限公司,7.0,AA,02,2012-12-11,6.39,130,112122
112123,12中山01,中山公用事业集团股份有限公司,7.0,AA+,02,2012-12-11,5.5,999,112123
112124,11徐工02,徐工集团工程机械股份有限公司,5.0,AAA,02,2012-12-25,4.89,130,112124
112125,ST海翔债,浙江海翔药业股份有限公司,3.0,AA-,02,2012-11-27,5.6,130,112125
112126,12科伦01,四川科伦药业股份有限公司,5.0,AA+,02,2012-11-27,5.6,130,112126
112127,12华西债,华西能源工业股份有限公司,5.0,AA,02,2012-12-11,6.0,130,112127
112128,12湘金01,湖南黄金股份有限公司,7.0,AA+,02,2012-12-24,5.7,999,112128
112129,ST华锦债,北方华锦化学工业股份有限公司,5.0,AA+,02,2012-12-24,5.6,130,112129
112130,12华包债,佛山华新包装股份有限公司,5.0,AA,02,2013-01-09,5.8,130,112130
112131,ST露笑债,露笑科技股份有限公司,3.0,AA,02,2012-12-11,6.8,130,112131
112133,12亚夏债,亚夏汽车股份有限公司,5.0,AA,02,2013-01-09,6.88,130,112133
112134,12合兴债,厦门合兴包装印刷股份有限公司,5.0,AA,02,2012-12-24,6.25,130,112134
112135,12蓝标01,北京蓝色光标品牌管理顾问股份有限公司,3.0,AA,02,2012-12-24,7.9,130,112135
112136,12勤上01,东莞勤上光电股份有限公司,7.0,AA,02,2013-02-04,6.38,130,112136
112137,12康得债,康得新复合材料集团股份有限公司,5.0,AA,02,2013-02-08,5.9,130,112137
112138,12苏宁01,苏宁云商集团股份有限公司,5.0,AAA,02,2013-01-24,5.2,130,112138
112139,12北新债,新疆北新路桥集团股份有限公司,6.0,AA,02,2013-02-04,5.78,130,112139
112140,12基地债,深圳市新南山控股(集团)股份有限公司,7.0,AA+,02,2013-01-09,5.78,999,112140
112141,12金王债,青岛金王应用化学股份有限公司,5.0,AA-,02,2013-02-04,7.5,130,112141
112142,12格林债,格林美股份有限公司,8.0,AA,02,2013-01-24,6.65,999,112142
112143,12粤电01,广东水电二局股份有限公司,6.0,AA,02,2013-02-08,5.5,130,112143
112144,12晨鸣债,山东晨鸣纸业集团股份有限公司,5.0,AA+,02,2013-02-04,5.65,130,112144
112145,13荣信01,梦网荣信科技集团股份有限公司,5.0,AA,02,2013-02-08,5.9,130,112145
112146,12希努01,希努尔男装股份有限公司,5.0,AA,02,2013-02-08,5.85,130,112146
112148,12光电债,中航光电科技股份有限公司,5.0,AA+,02,2013-02-28,5.08,130,112148
112149,12芭田债,深圳市芭田生态工程股份有限公司,5.0,AA,02,2013-03-08,5.8,130,112149
112150,12银轮债,浙江银轮机械股份有限公司,5.0,AA,02,2013-03-21,5.89,130,112150
112151,13秦川债,陕西秦川机械发展股份有限公司,5.0,AA,02,2013-03-21,5.65,130,112151
112152,12亚达债,飞亚达(集团)股份有限公司,5.0,AA+,02,2013-03-29,5.04,130,112152
112153,12科伦02,四川科伦药业股份有限公司,5.0,AA+,02,2013-04-11,5.4,130,112153
112154,12盐湖01,青海盐湖工业股份有限公司,7.0,AAA,02,2013-04-24,4.99,130,112154
112155,ST正邦债,江西正邦科技股份有限公司,5.0,AA,02,2013-05-22,5.69,130,112155
112156,12中顺债,中顺洁柔纸业股份有限公司,5.0,AA,02,2013-04-11,5.53,130,112156
112157,12科陆01,深圳市科陆电子科技股份有限公司,5.0,AA,02,2013-04-11,5.89,130,112157
112158,12民生债,西安民生集团股份有限公司,3.0,AA,02,2013-05-24,5.7,130,112158
112159,12金刚债,广东金刚玻璃科技股份有限公司,3.0,A+,02,2013-03-29,8.5,130,112159
112160,ST毅昌01,广州毅昌科技股份有限公司,5.0,AA,02,2013-05-09,5.95,130,112160
112161,13传化债,传化智联股份有限公司,5.0,AA,02,2013-04-11,5.6,130,112161
112162,12粤电债,广东电力发展股份有限公司,7.0,AAA,02,2013-05-24,4.95,999,112162
112163,ST黑牛债,黑牛食品股份有限公司,5.0,AA,02,2013-05-22,5.8,130,112163
112164,12河钢01,河北钢铁股份有限公司,3.0,AAA,02,2013-05-09,4.9,130,112164
112165,12德豪债,广东德豪润达电气股份有限公司,5.0,AA,02,2013-05-13,5.95,130,112165
112166,12河钢02,河钢股份有限公司,5.0,AAA,02,2013-05-09,5.16,130,112166
112167,12莱士债,上海莱士血液制品股份有限公司,5.0,AA,02,2013-04-24,5.6,130,112167
112168,ST三维债,三维通信股份有限公司,5.0,AA,02,2013-04-24,6.4,130,112168
112169,ST中财债,北京中科金财科技股份有限公司,5.0,AA,02,2013-05-09,6.7,130,112169
112170,12濮耐01,濮阳濮耐高温材料(集团)股份有限公司,5.0,AA,02,2013-05-22,5.8,130,112170
112171,12久联债,保利联合化工控股集团股份有限公司,7.0,AA,02,2013-05-24,5.8,999,112171
112172,13普邦债,广州普邦园林股份有限公司,5.0,AA,02,2013-07-12,5.5,130,112172
112173,ST南港债,南京港股份有限公司,5.0,AA,02,2013-06-07,6.15,130,112173
112174,13广田01,深圳广田集团股份有限公司,5.0,AA,02,2013-05-22,5.7,130,112174
112175,13三九01,华润三九医药股份有限公司,5.0,AA+,02,2013-05-24,4.6,130,112175
112176,ST大立债,浙江大立科技股份有限公司,3.0,AA+,02,2013-06-07,6.19,130,112176
112177,13围海债,浙江省围海建设集团股份有限公司,5.0,AA-,02,2013-07-05,6.9,130,112177
112178,ST墨龙01,山东墨龙石油机械股份有限公司,3.0,AA,02,2013-07-23,5.2,130,112178
112179,13南洋债,天融信科技集团股份有限公司,7.0,AA,02,2013-07-23,6.0,999,112179
112180,12奥飞债,奥飞娱乐股份有限公司,5.0,AA,02,2013-07-23,5.2,130,112180
112183,13广发03,广发证券股份有限公司,,AAA,,,,999,112183
112188,13渤租债,渤海金控投资股份有限公司,5.0,AA+,02,2013-10-11,6.0,130,112188
112189,12瑞泽债,海南瑞泽新型建材股份有限公司,5.0,AA+,02,2013-11-15,7.0,130,112189
112190,11亚迪02,比亚迪股份有限公司,5.0,AA+,02,2013-11-15,6.35,130,112190
112192,13赤湾01,深圳赤湾港航股份有限公司,5.0,AA+,02,2013-11-26,5.6,130,112192
112193,13美邦01,上海美特斯邦威服饰股份有限公司,5.0,AA,02,2013-12-09,7.2,130,112193
112196,13苏宁债,苏宁易购集团股份有限公司,6.0,AAA,02,2013-12-09,5.95,999,112196
112198,14欧菲债,深圳欧菲光科技股份有限公司,3.0,AA,02,2014-04-21,7.9,130,112198
112199,14铁岭债,铁岭新城投资控股股份有限公司,5.0,AA,02,2014-07-07,8.45,130,112199
112201,14机电01,中航工业机电系统股份有限公司,5.0,AAA,02,2014-05-23,6.2,130,112201
112202,14嘉杰债,上海嘉麟杰纺织品股份有限公司,5.0,AAA,02,2014-04-21,7.5,130,112202
112203,14北农债,北京大北农科技集团股份有限公司,5.0,AA+,02,2014-06-13,7.24,130,112203
112204,14好想债,好想你健康食品股份有限公司,5.0,AA,02,2014-07-01,8.5,130,112204
112207,14锦龙债,广东锦龙发展股份有限公司,3.0,AA,02,2014-08-01,6.68,130,112207
112208,14华邦01,华邦生命健康股份有限公司,5.0,AA,02,2014-08-20,6.58,130,112208
